"Date","Archibald.Park","Beach.Rd","Carlton.Gore.Rd","Curran.St","Dominion.Rd","East.Coast.Rd","Franklin.Rd","GI.TO.TAMAKI.DR.SECTION.1","Grafton.Bridge","Grafton.Gully","Grafton.Rd","Great.South.Rd","Highbrook","Hopetoun.St","Karangahape.Rd","Lagoon.Dr","Lake.Rd","Lake.Rd.New","Leigh.Rd.Shared.Path","Lightpath","Mangere.Bridge","Mangere.Safe.Routes","Nelson.St","NW.Cycleway.Kingsland","NW.Cycleway.TeAtatu","Oceanview.Rd","Orewa.Path","Ormiston.Rd","Quay.St.Spark.Arena","Quay.St.Eco.Display.Classic","Queen.St.Pukekohe","Rankin.Ave","Saint.Lukes.Rd","SH20A.Shared.Path","SW.Shared.Path","Symonds.St","Tamaki.Dr","TeAtatu.Peninsula","TeWero.Bridge.Bike","Twin.Streams","Upper.Harbour","Upper.Queen.St","Waterview.Unitec","Westhaven.Dr","Victoria.St.West"
"Wed  1 Apr 2020",102,176,127,657,236,299,176,134,718,223,16,64,58,65,420,338,26,654,67,240,465,34,171,561,974,184,601,45,819,496,76,60,389,31,319,187,1489,196,49,343,271,63,429,NA,NA
"Thu  2 Apr 2020",111,152,141,730,197,275,162,162,737,212,22,47,54,63,396,231,23,654,74,252,473,28,196,566,912,192,560,46,836,463,60,75,365,26,310,158,1405,191,49,286,269,62,374,NA,NA
"Fri  3 Apr 2020",91,119,118,603,200,246,132,149,627,176,20,49,65,59,412,242,30,631,80,234,430,38,185,547,922,228,555,53,888,456,85,44,394,23,310,184,1436,177,68,306,236,58,440,NA,NA
"Sat  4 Apr 2020",85,216,127,1040,271,359,203,163,202,366,30,51,61,64,553,454,34,865,78,363,708,29,293,831,1263,241,579,55,1336,656,99,66,624,56,465,221,2202,242,94,311,441,65,689,NA,NA
"Sun  5 Apr 2020",119,211,167,1207,309,397,227,215,202,379,20,42,45,64,599,412,38,925,92,482,713,17,316,832,1236,195,628,58,1486,714,99,44,689,53,428,223,2185,274,103,343,417,70,725,NA,NA
"Mon  6 Apr 2020",89,128,100,485,172,278,107,133,679,166,13,39,61,47,362,262,30,549,48,197,452,30,140,498,710,205,521,58,681,381,70,45,377,44,266,171,921,163,36,247,204,43,401,NA,NA
"Tue  7 Apr 2020",98,140,127,765,221,323,150,185,789,211,28,45,52,54,421,302,22,577,79,262,475,39,198,588,928,195,583,64,803,514,53,54,503,44,344,190,1293,197,45,308,274,78,444,NA,NA
"Wed  8 Apr 2020",59,99,72,420,141,233,76,98,720,142,15,48,38,47,313,215,32,426,42,148,279,29,122,375,617,194,384,52,521,290,48,26,295,28,181,133,722,133,21,207,141,56,287,NA,NA
"Thu  9 Apr 2020",44,61,75,238,105,123,65,79,748,96,10,40,17,33,229,153,11,249,52,85,162,15,87,245,275,199,285,33,333,209,23,29,227,20,107,95,459,55,8,77,89,47,163,NA,NA
"Fri 10 Apr 2020",134,250,179,1281,294,515,199,260,635,436,24,39,52,78,642,464,27,937,134,491,775,18,378,842,1250,232,780,67,1193,744,106,59,786,38,481,282,2250,240,87,376,407,73,612,NA,NA
"Sat 11 Apr 2020",120,244,181,1052,307,421,215,235,199,387,23,46,57,87,608,436,46,899,103,419,762,29,273,829,1326,237,622,73,1393,753,83,62,681,47,446,241,2273,216,97,345,368,100,576,NA,NA
"Sun 12 Apr 2020",109,193,156,970,311,381,197,190,196,287,23,36,53,74,598,313,51,713,90,458,535,15,292,810,1110,192,549,52,1081,518,61,48,624,39,410,222,1692,221,60,334,341,64,551,NA,NA
"Mon 13 Apr 2020",83,110,74,391,141,139,74,120,694,164,17,27,27,33,274,152,21,366,50,188,254,12,159,405,414,210,310,25,439,286,24,29,298,22,235,99,666,86,32,120,78,47,243,NA,NA
"Tue 14 Apr 2020",67,57,45,165,75,118,58,70,804,67,5,17,18,17,195,108,4,206,36,92,124,15,74,211,251,194,171,34,258,160,24,27,186,13,114,77,302,61,13,104,59,32,156,NA,NA
"Wed 15 Apr 2020",52,86,85,272,137,172,67,71,736,119,17,27,15,32,282,155,18,427,36,131,177,13,95,379,462,189,304,22,387,207,19,28,272,20,146,140,567,78,9,83,130,42,195,NA,NA
"Thu 16 Apr 2020",69,105,99,454,142,215,63,89,751,151,20,36,35,45,321,129,31,474,49,167,243,21,132,420,495,201,274,27,633,287,19,31,306,19,208,139,730,95,35,179,133,41,200,NA,NA
"Fri 17 Apr 2020",72,62,53,305,123,163,75,79,635,99,17,39,39,21,238,155,20,402,35,142,208,17,108,283,455,234,285,28,411,194,27,24,268,19,154,90,579,93,13,140,102,37,216,NA,NA
"Sat 18 Apr 2020",85,208,112,824,227,300,168,216,199,296,20,43,57,57,513,273,45,701,78,406,479,18,295,726,877,251,395,41,1063,492,49,54,586,37,408,200,1384,178,90,266,248,66,528,NA,NA
"Sun 19 Apr 2020",66,223,167,932,285,418,196,215,196,426,30,66,58,55,646,431,35,887,92,484,745,10,324,824,947,199,611,48,1427,637,77,50,527,59,404,242,2064,193,103,221,392,79,585,NA,NA
"Mon 20 Apr 2020",72,112,122,558,179,193,102,124,694,167,21,51,36,55,355,320,33,452,54,291,348,31,153,489,769,215,456,31,773,417,54,22,363,33,197,175,1160,146,46,243,177,53,240,NA,NA
"Tue 21 Apr 2020",70,133,121,697,198,266,109,141,805,195,18,45,54,51,442,296,24,610,24,252,435,35,180,561,834,197,387,46,780,436,57,62,416,48,239,167,1250,167,60,271,243,69,346,NA,NA
"Wed 22 Apr 2020",99,185,157,905,283,374,152,190,736,295,32,52,67,64,521,512,18,791,111,352,622,19,222,794,1166,189,676,57,1295,715,72,53,585,62,418,216,1825,237,69,340,377,83,450,NA,NA
"Thu 23 Apr 2020",41,111,95,527,192,193,91,129,754,165,19,34,52,48,397,301,20,499,46,212,358,33,149,483,613,201,406,40,685,360,45,27,403,34,219,160,950,131,33,189,201,55,290,NA,NA
"Fri 24 Apr 2020",98,172,160,820,213,334,126,194,636,254,19,48,67,76,493,383,33,722,69,323,543,32,243,688,1076,233,586,58,1142,661,63,39,453,48,347,215,1730,197,96,315,284,103,410,NA,NA
"Sat 25 Apr 2020",84,292,201,1231,329,465,211,249,199,480,33,49,74,88,769,533,47,883,121,611,868,18,438,1022,1285,252,575,64,1779,989,80,69,734,55,471,251,2574,234,158,436,459,121,617,NA,NA
"Sun 26 Apr 2020",124,312,164,1386,376,438,241,220,196,496,31,44,63,81,772,523,50,1058,92,609,903,13,438,1087,1449,199,716,64,1923,1011,106,81,742,59,515,307,2693,293,149,517,468,106,840,NA,NA
"Mon 27 Apr 2020",77,301,110,1398,359,409,236,272,694,455,45,58,71,97,749,683,53,1057,92,671,1132,26,414,1115,1420,215,786,52,2038,1106,79,56,724,71,628,292,2928,282,125,519,488,95,763,NA,NA
"Tue 28 Apr 2020",52,122,115,340,133,175,85,95,805,166,25,71,34,57,257,244,15,489,25,249,288,29,181,585,754,197,422,48,467,400,37,25,295,21,204,174,795,116,41,230,180,88,280,NA,NA
"Wed 29 Apr 2020",55,161,118,532,190,180,113,114,735,179,31,60,33,65,276,301,20,540,36,239,395,31,216,625,866,189,441,48,652,538,34,38,346,50,263,192,1147,148,38,274,195,88,339,NA,NA
"Thu 30 Apr 2020",59,145,113,445,187,194,119,83,754,197,27,56,32,70,263,292,8,470,48,213,397,28,215,645,856,201,359,46,664,538,32,37,317,44,283,185,1099,140,37,309,197,84,312,NA,NA
"Sat  1 Aug 2020",18,110,111,150,136,69,75,31,281,156,81,44,18,65,124,199,4,621,20,169,406,55,197,472,596,72,56,31,312,334,6,15,138,13,155,137,NA,42,246,141,154,76,227,NA,NA
"Sun  2 Aug 2020",15,126,85,207,131,91,80,46,247,195,62,89,22,49,115,171,3,572,12,148,393,16,145,453,488,80,205,28,378,370,10,19,121,25,199,116,NA,53,302,181,166,74,321,NA,NA
"Mon  3 Aug 2020",16,390,454,230,512,121,201,34,870,604,204,70,37,191,321,301,8,644,22,671,297,18,777,1392,712,94,277,26,1003,1090,9,34,264,24,208,377,NA,121,475,80,75,328,423,NA,NA
"Tue  4 Aug 2020",23,443,543,353,514,155,267,53,1019,682,250,88,32,209,374,406,7,808,18,775,406,37,950,1628,972,136,357,40,1323,1409,12,36,300,36,234,445,NA,134,719,101,160,321,461,NA,NA
"Wed  5 Aug 2020",15,438,465,323,522,147,235,47,960,596,207,75,44,185,349,326,7,1049,19,709,400,19,833,1492,839,120,306,38,1089,1292,8,30,289,34,223,439,NA,114,614,72,179,314,404,NA,NA
"Thu  6 Aug 2020",5,362,438,278,489,116,228,46,875,584,212,80,30,187,277,341,6,920,14,659,293,30,758,1332,698,115,260,56,933,1125,14,28,292,38,211,371,NA,97,520,69,92,330,392,NA,NA
"Fri  7 Aug 2020",10,253,272,184,334,78,160,36,621,412,177,58,14,137,193,310,9,949,6,453,212,21,549,937,424,118,181,26,629,803,8,19,207,13,134,320,NA,88,363,51,59,224,267,NA,NA
"Sat  8 Aug 2020",28,111,85,161,102,60,79,33,205,152,75,34,6,41,98,232,9,502,23,147,256,29,142,345,315,78,182,27,296,541,9,9,110,7,105,96,NA,40,335,100,113,69,213,NA,NA
"Sun  9 Aug 2020",32,225,121,385,164,140,105,84,296,288,89,73,31,37,122,376,12,656,42,343,494,13,328,670,1073,98,474,36,774,538,8,20,204,32,277,162,NA,125,607,223,349,97,543,NA,NA
"Mon 10 Aug 2020",18,362,414,206,506,93,236,34,809,567,209,77,50,188,259,312,14,740,38,688,272,19,823,1323,686,122,246,36,946,1084,15,31,244,27,184,373,NA,117,368,70,69,281,379,NA,NA
"Tue 11 Aug 2020",2,185,216,78,225,35,129,9,439,286,146,56,8,114,151,191,5,497,7,360,109,11,427,655,259,74,50,27,380,380,5,14,126,16,71,185,NA,57,136,14,14,145,144,NA,NA
"Wed 12 Aug 2020",47,113,147,269,173,105,120,54,408,181,91,55,14,67,145,283,22,458,18,238,221,24,265,520,483,60,215,30,425,365,16,23,186,16,146,174,NA,58,167,133,105,147,365,NA,NA
"Thu 13 Aug 2020",63,164,153,583,208,197,125,100,414,234,94,51,43,53,190,379,19,752,29,203,394,14,214,647,808,64,471,47,819,664,32,29,225,44,308,173,NA,107,363,263,252,130,620,NA,NA
"Fri 14 Aug 2020",37,112,115,338,164,149,98,59,363,158,53,60,31,56,131,272,13,603,25,153,303,8,160,505,592,57,256,42,499,385,11,20,189,24,242,127,NA,96,227,172,173,84,396,NA,NA
"Sat 15 Aug 2020",106,360,218,1040,295,308,203,223,511,570,107,72,52,76,235,724,36,986,80,632,1057,11,547,1262,2018,55,846,70,1654,924,31,39,482,41,631,216,NA,280,828,472,549,167,1278,NA,NA
"Sun 16 Aug 2020",74,320,186,1197,313,315,168,279,557,531,94,81,52,65,263,686,29,935,86,684,1292,26,526,1444,1985,51,944,63,1829,1389,35,39,569,59,672,252,NA,275,866,615,612,143,1306,NA,NA
"Mon 17 Aug 2020",65,130,146,293,146,138,112,88,372,157,63,58,25,48,143,194,8,569,33,174,247,18,189,542,684,49,359,41,504,458,23,36,198,34,220,174,NA,95,215,217,135,103,409,NA,NA
"Tue 18 Aug 2020",13,107,120,207,138,99,58,63,349,144,70,68,18,53,122,201,8,436,28,166,194,14,155,407,426,48,171,38,300,232,18,27,160,17,124,121,NA,62,154,95,88,97,237,NA,NA
"Wed 19 Aug 2020",6,34,57,119,80,52,49,29,147,49,56,26,6,36,63,146,6,248,18,59,96,7,84,168,162,16,104,19,137,102,11,16,63,9,87,69,NA,30,85,36,52,44,128,NA,NA
"Thu 20 Aug 2020",37,104,118,307,149,94,62,72,359,153,80,50,36,60,137,237,10,465,27,176,257,3,166,426,539,56,373,31,466,379,12,23,168,24,139,117,NA,88,210,154,151,81,352,NA,NA
"Fri 21 Aug 2020",10,89,104,208,109,83,67,60,272,121,83,58,20,58,124,187,13,366,19,172,145,19,158,373,333,46,316,32,338,287,6,14,159,14,130,111,NA,42,187,118,94,75,284,NA,NA
"Sat 22 Aug 2020",63,432,226,1099,308,342,146,264,631,716,108,76,40,69,261,693,39,965,108,701,1312,20,575,1580,1992,47,976,68,1782,1251,37,39,505,65,705,222,NA,266,980,576,617,116,1490,NA,NA
"Sun 23 Aug 2020",54,256,142,782,221,265,123,185,408,391,63,63,39,35,190,507,5,720,77,464,872,7,390,999,1339,37,679,47,1286,992,21,28,373,35,453,158,NA,160,773,307,488,71,954,NA,NA
"Mon 24 Aug 2020",18,80,80,138,111,65,61,79,254,85,66,33,22,38,87,199,7,331,34,126,150,16,115,309,271,45,265,25,264,234,17,28,131,22,115,109,NA,36,180,95,48,58,218,NA,NA
"Tue 25 Aug 2020",17,69,83,126,110,50,53,40,235,92,45,39,23,53,78,165,9,316,16,87,142,15,110,278,221,54,110,31,236,179,13,12,121,6,78,98,NA,35,122,49,47,75,179,NA,NA
"Wed 26 Aug 2020",32,130,97,271,128,123,60,63,326,161,76,59,19,59,103,241,22,494,30,153,238,10,161,470,551,51,328,33,408,331,13,22,175,15,212,120,NA,62,264,158,104,84,367,NA,NA
"Thu 27 Aug 2020",8,95,105,276,122,83,78,49,271,111,51,53,17,63,120,223,5,466,14,145,216,9,149,359,422,51,229,32,381,291,10,17,133,15,122,115,NA,50,259,74,100,68,244,NA,NA
"Fri 28 Aug 2020",29,175,161,431,200,142,92,124,441,260,85,59,27,69,171,249,16,636,45,256,433,20,250,711,875,66,480,55,761,647,34,38,245,29,329,185,NA,108,444,264,194,103,603,NA,NA
"Sat 29 Aug 2020",61,462,193,1131,297,312,181,233,638,763,126,63,54,71,290,661,28,973,116,691,1401,15,522,1569,2101,63,983,49,1813,1434,36,48,459,76,703,221,NA,293,1151,659,670,141,1333,NA,NA
"Sun 30 Aug 2020",42,415,190,915,257,300,110,190,554,632,81,79,74,59,205,713,23,946,105,596,1222,12,419,1405,1969,67,942,50,1483,1156,26,38,416,60,740,203,NA,244,974,500,564,119,1295,NA,NA
"Mon 31 Aug 2020",7,224,246,171,333,107,161,43,532,330,115,65,31,127,201,274,14,685,15,420,248,26,467,891,588,102,351,38,691,700,10,26,194,45,174,280,NA,97,350,90,71,174,329,NA,NA
"Tue  1 Dec 2020",39,365,412,206,405,120,312,30,767,507,98,58,41,189,NA,294,24,202,21,634,266,35,813,1327,705,106,217,38,948,1212,15,53,297,38,197,335,NA,119,404,123,82,280,422,711,NA
"Wed  2 Dec 2020",31,498,521,275,515,161,336,53,905,616,110,74,45,230,NA,483,39,286,15,769,409,27,1026,1673,1134,171,290,70,1326,1636,12,52,351,58,302,363,NA,182,486,155,186,354,542,959,NA
"Thu  3 Dec 2020",4,380,494,180,469,111,303,40,817,521,115,72,43,180,NA,314,19,312,8,694,312,19,876,1338,656,112,221,64,1007,1253,8,37,262,48,210,298,NA,110,352,80,109,296,377,870,NA
"Fri  4 Dec 2020",12,401,351,188,385,134,293,69,725,478,94,60,44,158,NA,362,18,288,11,573,290,26,758,1210,694,148,185,72,1009,1243,9,59,314,26,214,271,NA,106,522,78,109,295,408,847,NA
"Sat  5 Dec 2020",6,259,134,305,187,154,133,68,327,363,44,68,35,89,NA,291,9,281,48,245,573,28,270,706,1047,181,287,38,731,806,5,37,180,15,213,161,NA,81,500,172,359,148,421,905,NA
"Sun  6 Dec 2020",15,205,108,310,194,152,128,54,324,282,48,56,25,71,NA,320,6,237,53,296,528,20,308,720,903,138,431,32,933,909,14,41,182,16,290,143,NA,88,524,204,339,95,503,1005,NA
"Mon  7 Dec 2020",22,479,444,223,490,103,297,34,896,576,89,82,41,210,NA,319,16,230,7,733,330,28,901,1562,833,146,198,58,1193,1326,15,51,322,23,203,310,NA,142,392,120,118,338,444,802,NA
"Tue  8 Dec 2020",22,524,486,252,509,148,361,57,910,631,92,64,44,201,NA,394,25,243,6,783,308,36,950,1627,915,153,244,70,1327,1522,13,43,329,37,198,325,NA,137,525,84,164,318,425,816,NA
"Wed  9 Dec 2020",6,482,457,230,469,119,313,44,926,596,101,66,39,175,NA,343,30,285,28,696,319,45,922,1548,871,157,214,94,1210,1421,23,41,325,38,210,334,NA,124,477,81,150,332,397,827,NA
"Thu 10 Dec 2020",12,358,439,246,409,117,289,37,685,462,88,64,38,196,NA,330,9,229,17,632,223,21,860,1230,561,118,158,76,985,1279,15,39,250,24,181,273,NA,107,492,107,78,310,349,815,NA
"Fri 11 Dec 2020",5,391,388,263,423,115,315,36,730,481,87,62,38,161,NA,307,11,266,25,587,333,64,761,1228,778,180,193,54,1045,1306,15,49,270,41,247,288,NA,129,547,91,116,275,407,941,NA
"Sat 12 Dec 2020",39,156,131,163,139,129,171,44,326,216,41,74,35,87,NA,259,9,207,28,243,452,35,256,527,630,198,252,52,638,740,15,38,149,33,197,121,NA,62,454,124,332,105,380,872,NA
"Sun 13 Dec 2020",21,235,123,51,153,117,148,32,305,302,43,60,18,63,NA,210,6,168,51,239,320,20,269,535,578,144,287,34,674,716,8,36,144,39,229,88,NA,62,510,194,278,107,374,896,NA
"Mon 14 Dec 2020",32,489,465,176,520,112,343,59,898,599,105,52,46,193,NA,339,19,225,14,808,313,40,971,1608,924,143,273,68,1335,1496,15,43,366,40,225,335,NA,130,598,97,156,334,510,944,NA
"Tue 15 Dec 2020",34,490,515,409,509,153,342,43,1003,625,110,64,44,203,NA,343,15,252,33,817,380,36,1056,1638,960,174,258,62,1401,1604,18,49,363,49,243,260,NA,119,645,145,193,318,459,1053,NA
"Wed 16 Dec 2020",28,485,447,302,478,124,335,58,834,563,119,70,27,209,NA,285,14,240,24,819,354,44,1073,1522,855,181,220,72,1254,1556,12,34,317,39,245,238,NA,140,650,137,158,326,488,984,NA
"Thu 17 Dec 2020",20,424,512,193,423,105,294,49,896,557,86,54,37,213,NA,244,7,290,24,739,288,22,948,1379,816,183,221,70,1262,1630,21,39,313,32,195,190,NA,109,667,91,137,353,413,1060,NA
"Fri 18 Dec 2020",30,378,390,261,372,115,317,77,721,452,96,60,32,179,NA,208,2,229,37,572,244,21,782,1097,693,156,197,62,1304,1527,14,42,263,31,185,195,NA,101,580,82,124,298,371,869,NA
"Sat 19 Dec 2020",17,216,189,337,226,136,183,71,369,278,35,50,17,89,NA,297,8,220,48,321,531,49,339,744,875,172,312,46,927,1086,11,34,193,27,163,107,NA,94,690,160,313,122,388,880,NA
"Sun 20 Dec 2020",31,215,153,377,172,136,154,32,354,284,47,52,40,75,NA,246,4,223,17,305,493,19,377,652,955,160,374,74,1100,1110,12,31,207,23,212,96,NA,83,757,176,347,101,421,941,NA
"Mon 21 Dec 2020",19,368,370,231,389,99,258,73,710,456,87,68,48,179,NA,250,10,189,14,672,311,27,787,1217,786,152,183,66,1093,1160,16,49,286,41,210,171,NA,102,481,169,113,278,475,697,NA
"Tue 22 Dec 2020",12,327,353,207,336,101,284,35,607,365,67,74,42,165,NA,232,4,218,22,457,266,33,631,1005,672,150,199,60,949,1083,12,59,246,44,177,161,NA,77,475,92,137,275,372,680,NA
"Wed 23 Dec 2020",15,271,224,230,290,90,242,40,492,291,59,62,39,135,NA,246,9,227,13,381,248,34,503,832,694,154,203,86,870,927,15,43,198,45,142,148,NA,75,441,108,9,214,307,707,NA
"Thu 24 Dec 2020",4,145,124,112,102,75,120,6,286,163,18,40,9,83,NA,118,5,132,20,133,170,38,186,379,337,93,175,28,413,503,11,27,138,23,110,71,NA,44,237,74,0,98,262,553,NA
"Fri 25 Dec 2020",31,64,43,137,59,70,33,18,157,85,17,18,15,29,NA,113,8,111,12,109,108,20,134,247,326,59,243,24,377,318,2,16,81,26,84,46,NA,36,211,139,0,44,210,566,NA
"Sat 26 Dec 2020",15,148,95,182,75,129,68,24,259,212,34,32,16,47,NA,190,7,169,77,178,192,24,190,456,590,135,399,20,576,593,13,29,144,36,205,69,NA,60,455,279,0,64,381,822,NA
"Sun 27 Dec 2020",15,241,85,252,133,115,84,30,240,293,39,58,26,55,NA,252,4,186,132,286,417,22,315,558,826,171,599,38,855,922,19,39,165,19,212,74,NA,82,544,282,285,115,451,705,NA
"Mon 28 Dec 2020",26,156,111,202,127,131,104,42,212,225,41,32,26,50,NA,230,12,170,97,278,216,29,291,589,639,181,604,28,818,827,15,36,154,5,170,68,NA,68,597,209,198,96,420,777,NA
"Tue 29 Dec 2020",25,201,121,213,103,117,101,30,291,246,40,40,14,58,NA,191,3,146,154,259,302,39,278,589,663,174,529,34,683,749,10,47,132,12,158,89,NA,62,504,239,124,110,355,819,NA
"Wed 30 Dec 2020",27,182,127,218,139,121,102,37,340,243,46,58,36,63,NA,221,7,140,110,235,289,36,290,534,694,171,479,36,773,887,19,33,154,13,200,91,NA,57,536,192,0,118,417,891,NA
"Thu 31 Dec 2020",18,186,112,223,150,91,94,59,295,200,38,50,19,49,NA,217,16,154,99,228,322,55,275,527,611,171,491,28,761,888,19,38,135,38,185,73,NA,56,541,154,0,106,391,633,NA
"Sat  1 Feb 2020",28,98,137,395,226,217,156,62,356,388,42,87,18,85,312,432,32,531,47,427,717,47,305,819,1040,252,558,84,1004,1027,13,29,183,27,300,216,1450,107,1069,179,411,160,340,NA,161
"Sun  2 Feb 2020",45,240,113,402,193,163,136,49,247,355,28,80,33,78,231,416,26,470,32,404,609,37,310,789,1300,152,531,84,1028,1163,8,28,177,57,293,190,1489,107,1147,257,465,121,437,NA,161
"Mon  3 Feb 2020",21,490,449,370,633,156,370,45,881,737,104,79,72,232,550,346,13,485,9,1164,452,33,828,1933,1172,174,411,73,1622,1033,10,60,319,47,307,430,1700,158,1662,164,177,331,386,NA,119.8
"Tue  4 Feb 2020",25,532,519,408,574,172,382,45,988,792,116,85,64,245,581,523,24,588,10,1124,479,49,668,2103,1248,219,446,65,1624,1207,13,51,350,69,335,465,1866,171,1458,122,221,326,399,NA,119.8
"Wed  5 Feb 2020",37,517,440,349,565,159,349,42,877,751,110,89,42,215,564,407,29,582,9,1004,400,65,1158,1861,1062,259,372,74,1498,1157,11,38,295,57,289,459,1685,165,963,127,157,354,329,NA,119.8
"Thu  6 Feb 2020",47,245,114,385,222,185,100,73,341,354,37,113,24,62,251,188,36,449,74,452,559,33,364,890,1165,248,859,58,1192,981,14,45,188,45,345,179,1740,85,1426,343,461,144,427,NA,119.8
"Fri  7 Feb 2020",35,311,273,273,388,133,235,39,627,535,85,80,20,166,473,210,34,505,16,715,350,33,771,1298,835,263,413,60,1203,1165,12,55,236,31,242,348,1470,102,1288,168,171,281,293,NA,119.8
"Sat  8 Feb 2020",20,135,137,372,188,189,112,97,320,286,36,76,13,68,287,228,9,488,72,345,575,70,330,694,1128,199,491,45,886,819,16,26,142,23,257,203,1358,90,1271,255,310,153,307,NA,161
"Sun  9 Feb 2020",20,273,99,399,172,169,99,67,323,385,33,99,16,59,291,208,10,469,29,354,666,24,307,798,1323,251,598,66,940,810,12,18,199,56,310,172,1495,95,808,253,389,111,404,NA,161
"Mon 10 Feb 2020",29,518,451,365,574,171,333,44,933,750,107,105,62,264,547,200,38,527,17,1224,446,37,1293,2033,1245,180,367,84,1665,1666,10,57,316,51,321,475,1778,176,762,135,140,454,379,NA,119.8
"Tue 11 Feb 2020",27,569,531,426,646,177,367,51,1075,823,121,93,71,232,576,229,31,614,24,1282,474,34,1415,2195,1308,218,438,82,1767,1761,16,55,319,56,359,501,1913,182,867,162,277,450,415,NA,119.8
"Wed 12 Feb 2020",31,509,453,431,618,148,342,59,953,787,133,89,64,237,622,204,23,649,13,1188,467,46,1293,2074,1264,162,490,76,1823,1846,18,53,353,77,373,487,1989,178,1345,157,220,440,379,NA,119.8
"Thu 13 Feb 2020",32,502,470,423,583,178,373,48,999,817,114,105,63,218,543,126,30,632,15,1139,388,39,1278,2073,1275,243,443,81,1636,1862,24,53,317,55,322,500,1906,180,1089,178,203,401,388,NA,119.8
"Fri 14 Feb 2020",30,419,385,399,520,158,357,53,854,678,119,101,64,216,546,321,24,528,10,1023,388,50,1172,1738,1002,218,403,74,1453,1748,15,51,310,51,270,444,1655,154,891,122,144,370,329,NA,119.8
"Sat 15 Feb 2020",19,114,138,302,176,179,123,80,313,311,60,82,39,89,290,385,17,509,47,353,569,40,316,652,869,255,388,68,830,872,12,25,155,30,311,184,1292,74,736,247,376,130,296,NA,161
"Sun 16 Feb 2020",25,234,125,349,194,114,141,67,308,362,27,104,22,73,289,358,14,376,51,323,542,25,293,780,1182,217,513,76,953,911,12,33,163,43,277,182,1352,115,727,207,305,142,407,NA,161
"Mon 17 Feb 2020",7,505,447,362,642,147,388,42,951,921,125,117,62,239,598,333,32,568,17,1231,439,32,1342,2090,1175,216,407,60,1552,1932,8,57,344,49,322,503,1743,175,919,106,156,426,374,NA,119.8
"Tue 18 Feb 2020",19,551,532,439,646,148,383,56,1042,841,115,100,67,252,639,433,40,625,18,1242,434,44,1382,2242,1352,210,472,82,1645,1980,18,60,361,70,327,520,1945,188,1152,236,224,463,402,NA,119.8
"Wed 19 Feb 2020",19,503,480,412,644,192,343,53,1011,813,122,101,71,226,614,405,34,631,1,1055,471,34,1289,2151,1331,209,408,78,1667,1893,8,72,339,82,315,537,1766,175,952,219,169,446,347,NA,119.8
"Thu 20 Feb 2020",22,496,493,419,621,162,381,48,983,781,122,82,81,230,543,278,28,585,11,1109,514,31,1285,2039,1221,222,420,86,1576,1871,12,52,321,91,298,505,1866,166,899,120,192,399,384,NA,119.8
"Fri 21 Feb 2020",21,523,381,380,544,144,340,39,827,779,115,103,55,242,500,307,30,487,18,996,455,62,1125,1789,1161,254,295,89,1429,1754,20,51,271,110,277,479,1737,165,912,168,149,379,339,NA,119.8
"Sat 22 Feb 2020",21,110,87,161,99,126,98,53,201,141,41,60,9,87,161,374,32,330,36,151,393,33,138,400,502,142,256,54,398,465,7,21,90,99,86,122,818,17,345,107,176,101,118,NA,161
"Sun 23 Feb 2020",28,273,130,349,177,157,114,73,308,386,46,82,17,75,247,330,25,434,39,407,610,13,361,883,1186,176,580,63,966,1183,11,30,146,98,316,181,1396,101,730,174,469,130,425,NA,161
"Mon 24 Feb 2020",27,521,448,354,671,138,397,47,930,774,108,85,65,275,565,310,26,540,27,1151,506,44,1311,2124,1227,204,427,76,1568,1746,16,61,342,135,283,532,1756,159,777,184,145,357,354,NA,119.8
"Tue 25 Feb 2020",40,530,565,388,657,161,444,60,1096,835,133,108,60,279,641,409,35,644,19,1264,546,48,1435,2478,1388,215,432,77,1612,1910,17,60,310,124,370,553,2002,189,852,204,264,376,391,NA,119.8
"Wed 26 Feb 2020",24,511,468,433,640,155,411,54,1055,812,134,85,61,227,614,385,39,560,13,1105,470,40,1322,2209,1438,195,445,66,1661,1933,12,50,359,117,340,559,1877,198,905,134,180,354,378,NA,119.8
"Thu 27 Feb 2020",31,520,496,424,643,170,365,46,1008,773,130,85,68,240,599,257,33,567,9,974,488,42,1331,2060,1094,210,345,59,1533,1826,25,49,319,86,328,535,1848,160,795,151,195,381,378,NA,119.8
"Fri 28 Feb 2020",18,423,375,413,523,120,390,61,847,747,111,108,66,225,572,320,14,527,15,932,425,62,1102,1887,1047,245,316,76,1449,1939,16,51,253,63,299,477,1712,166,822,136,160,357,328,NA,119.8
"Sat 29 Feb 2020",34,250,169,355,197,166,145,55,356,398,55,95,39,80,320,372,29,501,21,334,669,61,335,920,1228,311,390,67,912,1103,12,23,162,84,308,206,1422,116,725,288,393,128,393,NA,161
"Mon  1 Jun 2020",31,70,71,162,90,56,44,29,167,81,48,37,12,67,188,140,9,182,4,96,193,10,92,196,289,48,247,22,278,204,8,14,73,15,97,102,NA,45,236,105,70,61,232,NA,NA
"Tue  2 Jun 2020",20,296,315,227,351,142,187,47,614,382,131,74,35,152,448,239,19,482,21,493,305,26,545,1013,688,106,324,68,865,723,12,40,254,25,205,281,NA,120,447,131,142,248,405,NA,NA
